passID,timestamp,stationRef,vehicleRef,charge,tagAbbr,home
XTW7946925,21-10-2020 15:28,AO11,HT62RDI04611,2.8,AO,true
RZN4043849,21-10-2020 15:47,OO02,EM54HQI58682,2.8,OO,true
RFE5584240,21-10-2020 16:17,MR02,QO77TFN61853,2,KO,false
OIA5410387,21-10-2020 16:24,EG07,MU06LHX94338,1.5,EG,true
TTR1728101,21-10-2020 17:36,KO01,ED51EWW52190,2.8,KO,true
YJJ9342491,21-10-2020 17:38,OO03,IC95TLY24827,2,OO,true
JRG5158243,21-10-2020 18:03,OO10,RK48BOP88344,2.8,OO,true
TUX5002738,21-10-2020 18:50,OO11,VJ92OYV94295,2.5,OO,true
PND2119928,21-10-2020 19:01,AO12,BZ76ROL87339,1,AO,true
WIV3670557,21-10-2020 19:07,NE16,OY94SZK34436,2.5,NE,true
MQI2330930,21-10-2020 19:44,MR03,XV91YMP27722,2.5,MR,true
NNH0268112,21-10-2020 19:51,NE14,FY47TUN40300,2,NE,true
FMC2746468,21-10-2020 19:54,EG06,EN26OAB52983,1.5,GF,false
UMR9916762,21-10-2020 20:07,OO10,WG11QVY31890,1,OO,true
CAF9707157,21-10-2020 22:15,NE06,QU94IGC75528,2.2,EG,false
IQZ1866955,22-10-2020 01:38,EG12,EC02LZC49528,2.8,EG,true
QGK7894894,22-10-2020 02:36,OO07,MQ65WJJ60020,1.25,KO,false
BNB8450484,22-10-2020 03:47,KO07,RV87TIY76692,2.5,KO,true
ERS5788967,22-10-2020 03:54,AO08,BM25PHF40639,13,AO,true
AQI3011348,22-10-2020 05:50,EG00,TV81MAQ99005,2.8,EG,true
QHQ6954358,22-10-2020 06:21,NE08,EV77EDV52985,1,NE,true
JZT2637297,22-10-2020 06:44,EG01,MU06LHX94338,3.1,EG,true
JEQ9206747,22-10-2020 07:58,KO05,QO77TFN61853,2.2,KO,true
MVC0692335,22-10-2020 08:41,EG11,KB55KTM48860,2.5,KO,false
WUI0739001,22-10-2020 09:14,NE15,PD45WOT56494,2,NE,true
IMM2354984,22-10-2020 09:36,EG12,QP02SYE47964,1,NE,false
BDD7941382,22-10-2020 09:52,KO09,IX01MVL33676,2.5,KO,true
UCA5437978,22-10-2020 10:15,OO05,HW75BKT77773,2,KO,false
CAZ6747049,22-10-2020 10:53,AO10,DP11ENT03275,3.1,AO,true
VQA0610020,22-10-2020 11:04,NE07,UP28MBM38391,1,NE,true
AZA0307816,22-10-2020 11:37,KO03,ED51EWW52190,2.8,KO,true
EQG2766959,22-10-2020 12:48,MR02,EZ65FLV39493,2.8,MR,true
YBL8604176,22-10-2020 13:30,AO04,RR73DWB65452,2.8,AO,true
POC2369335,22-10-2020 13:56,EG07,DW44ZOO26361,2.5,EG,true
MUS4572945,22-10-2020 14:31,GF00,IO09FGE68100,2.8,GF,true
XBB7906656,22-10-2020 14:48,EG04,QW79CHL42244,2,KO,false
VKS6814337,22-10-2020 15:28,MR08,RR98KQE80731,1.25,MR,true
RLO5256146,22-10-2020 17:26,EG09,MU06LHX94338,1.5,EG,true
UBX1183169,22-10-2020 18:03,GF00,IO09FGE68100,2.8,GF,true
IDS7051063,22-10-2020 18:54,OO09,JF94VYA88954,2.8,OO,true
OTF5099861,22-10-2020 19:07,KO07,QO77TFN61853,2.2,KO,true
BNP0968817,22-10-2020 19:15,OO01,LC72NRN52084,3.1,OO,true
HJJ2992150,22-10-2020 20:42,KO01,ZY93PCY41868,1.5,KO,true
SPE9083879,22-10-2020 21:40,EG11,TE24LCO18661,1.25,EG,true
TRZ0896773,22-10-2020 21:41,NE05,EV77EDV52985,1,NE,true
PEW0066532,22-10-2020 21:57,AO02,XV91YMP27722,2.8,MR,false
VUO8978161,22-10-2020 23:13,NE06,JV67MTI17124,2.5,NE,true
OYU9499163,22-10-2020 23:29,MR04,RR98KQE80731,1.25,MR,true
ILT4920346,22-10-2020 23:31,KO04,AT19HLV57173,2,OO,false
APZ9214008,22-10-2020 23:57,KO05,IX01MVL33676,2.5,KO,true
UPB5282451,23-10-2020 00:52,OO08,QR03XCJ37459,2.8,OO,true
KLB6616267,23-10-2020 01:03,NE10,NZ35XLQ89678,1.5,NE,true
RKD4591325,23-10-2020 01:17,OO06,AY38OQF67603,2.8,OO,true
ISF9615748,23-10-2020 01:58,OO06,QW79CHL42244,2.8,KO,false
XJI0973613,23-10-2020 02:06,OO04,JE65QJK64802,1,GF,false
JBG0075808,23-10-2020 02:50,OO01,QR03XCJ37459,2.8,OO,true
LDR2639249,23-10-2020 03:58,OO10,VJ92OYV94295,2.5,OO,true
RBK0865285,23-10-2020 04:30,NE01,HR53SRO94328,1.25,MR,false
BKB8693594,23-10-2020 04:37,MR06,RR98KQE80731,1.25,MR,true
YJK0283268,23-10-2020 05:41,NE05,VX68BAR38623,1.5,NE,true
UQR2698621,23-10-2020 06:06,EG03,IW53OQE31439,2.8,EG,true
CGN4916534,23-10-2020 07:58,OO01,AT19HLV57173,2.8,OO,true
RJP4725386,23-10-2020 07:59,GF00,WU78BMX13511,1,GF,true
SGU0085253,23-10-2020 10:19,NE15,PD45WOT56494,2,NE,true
BGQ8805289,23-10-2020 10:21,AO03,ED51EWW52190,2.8,KO,false
DJW5770900,23-10-2020 10:45,MR01,HE38BQH01623,2.8,MR,true
EMV6944837,23-10-2020 11:37,NE10,VX68BAR38623,1.5,NE,true
ZJJ3811616,23-10-2020 12:21,MR01,KF48RSD79865,2.8,MR,true
EHF1845425,23-10-2020 13:19,EG01,TE24LCO18661,1.25,EG,true
OKQ3550007,23-10-2020 14:10,OO02,IC95TLY24827,2,OO,true
KUF9558085,23-10-2020 14:16,AO08,BZ76ROL87339,2.8,AO,true
RLL4161651,23-10-2020 14:22,KO03,QO77TFN61853,2.2,KO,true
JUV5948556,23-10-2020 15:19,MR06,XV91YMP27722,2.5,MR,true
SLW4086946,23-10-2020 15:21,KO08,MQ65WJJ60020,1.25,KO,true
HEP3297528,23-10-2020 15:54,AO15,MX39VOS38645,2.8,AO,true
CAE6011988,23-10-2020 16:09,KO04,ZY93PCY41868,1.5,KO,true
LKS4775984,23-10-2020 16:39,OO06,EM54HQI58682,2.8,OO,true
YMQ8058741,23-10-2020 17:37,EG08,IN99SEN20660,2.8,EG,true
PGF3886113,23-10-2020 17:40,NE16,MU06LHX94338,2,EG,false
PKZ9105240,23-10-2020 19:56,OO03,IC95TLY24827,2,OO,true
SOW9365912,23-10-2020 20:08,MR01,IZ65WAT29135,2,MR,true
XML3748261,23-10-2020 20:13,EG06,SY96JDQ97089,2.5,AO,false
ZSR6530761,23-10-2020 20:21,OO10,LC72NRN52084,3.1,OO,true
CYW4127007,23-10-2020 20:26,MR08,HE38BQH01623,2.8,MR,true
FJX9008177,23-10-2020 21:54,AO11,DW44ZOO26361,2.8,EG,false
WLD9134156,23-10-2020 22:37,EG10,CR31GMR97972,1.5,EG,true
KZB0378789,23-10-2020 23:58,NE01,PD45WOT56494,2.2,NE,true
BXU0313625,24-10-2020 00:11,MR02,HR53SRO94328,13,MR,true
ZPN5243747,24-10-2020 00:18,EG09,CR31GMR97972,1.5,EG,true
NLY9699893,24-10-2020 00:20,EG07,EC02LZC49528,2.8,EG,true
FQW8365871,24-10-2020 00:23,MR02,RR98KQE80731,1.25,MR,true
WBM2607725,24-10-2020 00:36,NE15,VX68BAR38623,1.5,NE,true
QPP0868505,24-10-2020 01:24,EG06,QX75YWC61835,1.5,OO,false
JQB5456978,24-10-2020 01:39,GF00,BY85QGR11636,2.5,GF,true
YNK2502199,24-10-2020 02:00,GF00,QN12NTR81378,2.8,GF,true
WSI5399593,24-10-2020 02:24,MR04,HA82SCK64299,1.5,MR,true
ADK8021599,24-10-2020 02:45,GF00,KW50MJG67260,2.2,GF,true
VAT9050974,24-10-2020 04:19,NE04,FY47TUN40300,1,NE,true
DRB0710861,24-10-2020 05:25,EG04,QO68DIC93032,1,MR,false
UMK4395758,24-10-2020 05:39,NE02,DP11ENT03275,2.5,AO,false
ACR6471647,24-10-2020 06:10,GF00,JE65QJK64802,2.8,GF,true
IOH4415408,24-10-2020 06:15,OO01,IC95TLY24827,2,OO,true
RLO6517629,24-10-2020 06:50,EG06,TV81MAQ99005,2.8,EG,true
III6507457,24-10-2020 08:23,MR07,KF48RSD79865,2.8,MR,true
MCB0242854,24-10-2020 08:30,EG07,MQ65WJJ60020,1.5,KO,false
ERF8043448,24-10-2020 09:32,AO06,OC94ASJ72024,1,AO,true
GBT4305531,24-10-2020 09:45,EG05,QN23UHH39091,1.5,MR,false
UOX4928994,24-10-2020 10:08,AO14,IA29IQS63679,2.8,NE,false
PGW2633104,24-10-2020 11:14,EG03,IW53OQE31439,2.8,EG,true
MKM3139392,24-10-2020 11:20,MR06,QO68DIC93032,2.5,MR,true
RRG3202612,24-10-2020 11:46,OO12,LC72NRN52084,3.1,OO,true
SPI9305320,24-10-2020 11:51,MR03,RR98KQE80731,1.25,MR,true
CHH2826574,24-10-2020 12:05,AO16,DP11ENT03275,3.1,AO,true
UMN6635299,24-10-2020 12:21,GF00,LM86GYO69819,2.8,GF,true
AEL5275520,24-10-2020 12:45,EG05,DW44ZOO26361,2.5,EG,true
XIB4893585,24-10-2020 12:56,KO04,KB55KTM48860,2.5,KO,true
FIN4527138,24-10-2020 13:17,NE11,PM58XHX45588,1.5,NE,true
SWU2313400,24-10-2020 13:23,KO09,RV87TIY76692,2.5,KO,true
MGZ3844061,24-10-2020 13:52,OO13,WG11QVY31890,1,OO,true
ERT8608740,24-10-2020 13:59,MR05,QO68DIC93032,2.5,MR,true
FPJ8620320,24-10-2020 14:10,AO09,PE73VJU23485,2.8,AO,true
FRB8309764,24-10-2020 14:23,AO08,KF48RSD79865,2.8,MR,false
DNN0183961,24-10-2020 14:24,MR02,KF48RSD79865,2.8,MR,true
RHS7742743,24-10-2020 14:31,EG00,IW53OQE31439,2.8,EG,true
ATY1550764,24-10-2020 14:32,EG10,XE59BZM26378,2.5,EG,true
IGM5369170,24-10-2020 14:54,AO16,BM25PHF40639,13,AO,true
IPR5977646,24-10-2020 15:14,NE16,IX01MVL33676,1.5,KO,false
YAW3907848,24-10-2020 15:43,KO07,KB55KTM48860,2.5,KO,true
PHY4813011,24-10-2020 15:47,AO16,SU00RDZ36214,2.8,AO,true
VND2934314,24-10-2020 17:53,NE10,FL13UMN92207,1.5,KO,false
IQY0532262,24-10-2020 18:18,MR04,QN23UHH39091,2.8,MR,true
MNL6532887,24-10-2020 19:22,OO02,RK48BOP88344,2.8,OO,true
XVJ9777092,24-10-2020 20:17,AO15,RR73DWB65452,2.8,AO,true
WPC4564031,24-10-2020 20:56,GF00,MP14WFM40909,2.8,GF,true
CNS7744164,24-10-2020 21:15,AO02,DP11ENT03275,2.8,AO,true
MLQ6930258,24-10-2020 22:20,NE08,NZ35XLQ89678,1.5,NE,true
CDS1594360,24-10-2020 22:47,KO01,IX01MVL33676,2.5,KO,true
WKK2928201,24-10-2020 22:51,OO12,LC72NRN52084,3.1,OO,true
OHR1767431,24-10-2020 23:01,EG12,SY96JDQ97089,1,AO,false
LBK5599936,24-10-2020 23:22,NE15,IA29IQS63679,1,NE,true
VAF0215093,24-10-2020 23:49,NE00,IA29IQS63679,1,NE,true
GUI9281540,25-10-2020 00:06,OO11,IC95TLY24827,2,OO,true
BDE3043827,25-10-2020 03:38,KO00,IX01MVL33676,2.5,KO,true
XTV1727706,25-10-2020 05:03,NE12,ZY93PCY41868,2,KO,false
JMC3485355,25-10-2020 05:37,GF00,MA30QLI76818,2.5,GF,true
CRT6955828,25-10-2020 07:39,NE14,OY94SZK34436,2.5,NE,true
WUP4737700,25-10-2020 08:03,MR08,XV91YMP27722,2.5,MR,true
MDZ3758545,25-10-2020 08:24,NE00,EV77EDV52985,1,NE,true
LQN6152891,25-10-2020 09:00,KO04,KB55KTM48860,2.5,KO,true
PVW4922889,25-10-2020 09:08,MR03,BI87HYL81972,1,MR,true
XDX7364293,25-10-2020 09:11,GF00,YX66XYW62640,3.1,GF,true
QWF3164217,25-10-2020 11:00,EG02,UF84JOS00561,2,GF,false
XNB8335116,25-10-2020 11:03,OO12,AY38OQF67603,2.8,OO,true
FLT0887037,25-10-2020 11:51,KO00,HW75BKT77773,2.2,KO,true
PVN1860007,25-10-2020 12:55,OO10,QR03XCJ37459,2.8,OO,true
SYW6774654,25-10-2020 13:27,KO07,ED51EWW52190,2.8,KO,true
NEQ8396131,25-10-2020 15:15,KO06,KB55KTM48860,2.5,KO,true
LTL5049593,25-10-2020 15:47,GF00,SL09NOT64494,2.5,GF,true
PPL6973999,25-10-2020 16:52,AO16,DP11ENT03275,3.1,AO,true
NZF9117871,25-10-2020 16:54,AO14,LG64ARC91224,13,AO,true
ORW9134952,25-10-2020 17:08,KO09,ED51EWW52190,2.8,KO,true
UEE9726357,25-10-2020 17:11,NE15,XE59BZM26378,1.5,EG,false
QYA0064779,25-10-2020 17:53,NE00,NY14GZR94632,2.8,NE,true
YEU6988037,25-10-2020 19:40,KO02,ZY93PCY41868,1.5,KO,true
RKT4043859,25-10-2020 20:15,MR00,BI87HYL81972,1,MR,true
KVV5519352,25-10-2020 22:08,AO14,RR73DWB65452,2.8,AO,true
YLA4095786,25-10-2020 22:26,NE12,IA29IQS63679,1,NE,true
YEE9827465,26-10-2020 00:29,NE07,IA29IQS63679,1,NE,true
NAF8624566,26-10-2020 00:41,OO11,AT19HLV57173,2.8,OO,true
WFL1789752,26-10-2020 01:53,NE14,PD45WOT56494,2,NE,true
DSU3051696,26-10-2020 02:03,MR05,RR98KQE80731,1.25,MR,true
WUR4264733,26-10-2020 02:58,OO00,VJ92OYV94295,2.5,OO,true
TJL6766392,26-10-2020 04:00,AO16,MX39VOS38645,2.8,AO,true
PBI8166219,26-10-2020 06:05,KO05,FL13UMN92207,1,KO,true
ELX4938541,26-10-2020 07:10,EG05,EC02LZC49528,2.8,EG,true
MLT2676735,26-10-2020 07:26,GF00,PF04UCA93312,3.1,GF,true
MKW5925264,26-10-2020 08:03,KO05,BK77KNV91142,1,OO,false
QEE9878192,26-10-2020 08:07,EG07,DP11ENT03275,3.1,AO,false
OKS9397687,26-10-2020 08:30,OO11,NY14GZR94632,1,NE,false
ZLD9562584,26-10-2020 09:15,MR08,RR98KQE80731,1.25,MR,true
LZV9463962,26-10-2020 09:29,NE15,VX68BAR38623,1.5,NE,true
SZV2324184,26-10-2020 11:14,OO02,EE22TMX10817,2,OO,true
HFS3045736,26-10-2020 12:33,KO09,QO77TFN61853,2.2,KO,true
NNU4087058,26-10-2020 13:00,AO06,DP11ENT03275,3.1,AO,true
NYC1302962,26-10-2020 13:10,AO18,BM25PHF40639,13,AO,true
UYU8605314,26-10-2020 16:09,KO00,DO24BCW15511,1.25,KO,true
LRV7644270,26-10-2020 16:18,OO03,QP02SYE47964,2.2,NE,false
FIU6038713,26-10-2020 16:37,AO07,HT62RDI04611,2.8,AO,true
YHW4641690,26-10-2020 16:46,EG08,MU06LHX94338,1.5,EG,true
BWX3761657,26-10-2020 16:54,OO07,QX75YWC61835,2.5,OO,true
JPY6080420,26-10-2020 16:59,EG01,QU94IGC75528,1.25,EG,true
QTC0166066,26-10-2020 17:08,EG01,IN99SEN20660,2.8,EG,true
AIP9144210,26-10-2020 18:38,GF00,MA30QLI76818,2.5,GF,true
BPP5732775,26-10-2020 22:10,GF00,BY85QGR11636,2.5,GF,true
DFL0504679,26-10-2020 22:29,OO03,QX75YWC61835,2.5,OO,true
DFC6946105,26-10-2020 22:40,MR05,HR53SRO94328,13,MR,true
DNK7047013,27-10-2020 00:35,OO02,RK48BOP88344,2.8,OO,true
TQB2278691,27-10-2020 00:50,OO12,AT19HLV57173,2.8,OO,true
TKV2590470,27-10-2020 01:07,EG08,EC02LZC49528,2.8,EG,true
FRI5986292,27-10-2020 01:41,NE12,KF48RSD79865,2,MR,false
ATE7111207,27-10-2020 01:55,EG06,JD78PQD35395,1,EG,true
OUB6225006,27-10-2020 02:11,AO05,LG64ARC91224,13,AO,true
RJO5165451,27-10-2020 02:50,NE14,QP02SYE47964,2.8,NE,true
FXL7861758,27-10-2020 03:06,GF00,IO09FGE68100,2.8,GF,true
TLW9528764,27-10-2020 03:32,MR04,RR98KQE80731,1.25,MR,true
UWX4163668,27-10-2020 06:13,KO05,KB55KTM48860,2.5,KO,true
KVP6226092,27-10-2020 06:36,AO02,HT62RDI04611,2.8,AO,true
GPB2873805,27-10-2020 06:36,KO04,QW79CHL42244,2.8,KO,true
LGY3250395,27-10-2020 06:50,OO13,QX75YWC61835,2.5,OO,true
YZS2225765,27-10-2020 07:36,MR05,HE38BQH01623,2.8,MR,true
CUT3541027,27-10-2020 08:10,OO13,IC95TLY24827,2,OO,true
DIE5210204,27-10-2020 09:44,GF00,QN12NTR81378,2.8,GF,true
WMD8648573,27-10-2020 09:51,OO01,IC95TLY24827,2,OO,true
YZN7899702,27-10-2020 10:43,OO00,WG11QVY31890,1,OO,true
WPH0513115,27-10-2020 11:10,KO06,RV87TIY76692,2.5,KO,true
ICL2719533,27-10-2020 12:06,EG09,VL67TFO75321,13,EG,true
JVD7464715,27-10-2020 12:17,EG07,VL67TFO75321,2.8,EG,true
CNU8621757,27-10-2020 13:51,KO03,JO50FSF60755,2.2,KO,true
IJS9761320,27-10-2020 14:06,GF00,EN26OAB52983,1.25,GF,true
HFS7068958,27-10-2020 14:52,AO06,RR73DWB65452,2.8,AO,true
NOL7099942,27-10-2020 15:01,GF00,JE65QJK64802,2.8,GF,true
SRU9981709,27-10-2020 15:30,NE14,IA29IQS63679,1,NE,true
TPE8904699,27-10-2020 15:40,KO01,MQ65WJJ60020,1.25,KO,true
MLO5416543,27-10-2020 15:42,MR02,KF48RSD79865,2.8,MR,true
HIH0813568,27-10-2020 16:35,EG09,EC02LZC49528,2.8,EG,true
COR0608560,27-10-2020 17:38,AO08,DP11ENT03275,3.1,AO,true
GTG2907653,27-10-2020 20:09,EG06,QU94IGC75528,1.25,EG,true
JTG9421450,27-10-2020 21:33,AO05,HT62RDI04611,2.8,AO,true
EIZ2473192,27-10-2020 23:12,OO13,IC95TLY24827,2,OO,true
CSU8675528,28-10-2020 00:55,EG12,MU06LHX94338,1.5,EG,true
NCP5212584,28-10-2020 01:41,AO16,OC94ASJ72024,1,AO,true
AUF2014832,28-10-2020 01:51,MR07,KF48RSD79865,2.8,MR,true
HIK4488750,28-10-2020 01:53,MR06,BI87HYL81972,1,MR,true
RUU5398870,28-10-2020 02:34,KO00,ZY93PCY41868,1.5,KO,true
NWZ5429956,28-10-2020 03:08,KO01,JO50FSF60755,2.2,KO,true
IVV8118632,28-10-2020 03:15,OO06,IC95TLY24827,2,OO,true
NOG0655993,28-10-2020 03:30,KO01,WY00MLL63827,1,KO,true
YKK8065435,28-10-2020 03:40,NE16,LG64ARC91224,2.8,AO,false
JAN2195488,28-10-2020 03:50,KO08,WY00MLL63827,1,KO,true
HUM1987007,28-10-2020 04:05,MR08,QO68DIC93032,2.5,MR,true
OMC8071708,28-10-2020 04:23,AO10,BM25PHF40639,13,AO,true
JHV5361116,28-10-2020 04:50,KO06,EV77EDV52985,1.5,NE,false
BBX5939906,28-10-2020 05:53,GF00,UF84JOS00561,2.8,GF,true
ITU4506373,28-10-2020 06:30,AO03,QR03XCJ37459,2.8,OO,false
KHR6243588,28-10-2020 07:21,EG01,CM15YCB60994,2,EG,true
ALE6246478,28-10-2020 09:10,EG01,NZ35XLQ89678,1.25,NE,false
EBP1559346,28-10-2020 09:46,NE13,OY94SZK34436,2.5,NE,true
HLF7738292,28-10-2020 09:47,EG03,EC02LZC49528,2.8,EG,true
DSQ4426546,28-10-2020 10:13,NE13,QP02SYE47964,2.8,NE,true
WXK3015277,28-10-2020 10:22,NE15,PD45WOT56494,2,NE,true
IPX8631306,28-10-2020 10:49,GF00,KW50MJG67260,2.2,GF,true
LZH9259456,28-10-2020 11:25,NE10,NO82BAX82566,3.1,NE,true
TLR3223604,28-10-2020 11:43,GF00,CK97FAU13897,2.5,GF,true
QVP6977289,28-10-2020 11:58,OO00,XV40HUQ04740,1,OO,true
YLJ1207215,28-10-2020 13:15,EG12,MU06LHX94338,1.5,EG,true
DXW9505468,28-10-2020 14:13,MR08,ED51EWW52190,1,KO,false
NHU1309142,28-10-2020 14:20,AO03,YL27IFD65117,2,AO,true
TUY5227251,28-10-2020 14:50,MR08,XV91YMP27722,2.5,MR,true
DAZ5784763,28-10-2020 15:47,AO05,TE24LCO18661,2.8,EG,false
DLJ0179454,28-10-2020 16:09,KO00,DO24BCW15511,2.5,KO,true
JDX2820129,28-10-2020 16:50,EG10,CM15YCB60994,2,EG,true
WFQ8998617,28-10-2020 17:40,MR04,QH15HWX24570,3.1,MR,true
HPU3198099,28-10-2020 18:01,OO07,IC95TLY24827,2,OO,true
TYT2898511,28-10-2020 18:33,EG00,CR31GMR97972,1.5,EG,true
LYL9282011,28-10-2020 19:12,MR07,EZ65FLV39493,2.8,MR,true
VZC1659149,28-10-2020 19:30,KO03,IX01MVL33676,2.5,KO,true
XGT8602931,28-10-2020 19:46,MR04,CP56DAO45598,1.25,GF,false
UJY0229310,28-10-2020 19:55,KO04,JO50FSF60755,2.2,KO,true
GIX2558592,28-10-2020 20:29,AO02,PE73VJU23485,2.8,AO,true
YUB7907659,28-10-2020 21:16,MR01,QH15HWX24570,3.1,MR,true
VWK8914821,28-10-2020 22:32,MR02,IZ65WAT29135,2,MR,true
WAS6970773,28-10-2020 23:20,NE03,OY94SZK34436,1,NE,true
DFY7584648,29-10-2020 00:29,EG11,EC02LZC49528,2.8,EG,true
KMM8410842,29-10-2020 00:36,KO08,JO50FSF60755,2.2,KO,true
VDK9672366,29-10-2020 00:42,GF00,MA30QLI76818,2.5,GF,true
LQF2337539,29-10-2020 00:44,KO02,YH66OKD41942,2.8,KO,true
FVX3829397,29-10-2020 01:57,EG03,IW53OQE31439,1.25,EG,true
XTS6208282,29-10-2020 02:12,NE07,SL09NOT64494,2,GF,false
GDM8336893,29-10-2020 04:55,KO09,FL13UMN92207,1,KO,true
AAY9115739,29-10-2020 05:20,KO09,QO77TFN61853,2.2,KO,true
NXN7911945,29-10-2020 05:59,OO05,HA82SCK64299,2.2,MR,false
HCG9524035,29-10-2020 06:12,GF00,PF04UCA93312,3.1,GF,true
STA2563001,29-10-2020 06:24,KO09,UO75YNW62238,2.8,KO,true
ZIL1243924,29-10-2020 07:41,EG09,VL67TFO75321,13,EG,true
WLD5586351,29-10-2020 08:26,NE15,NY14GZR94632,2.8,NE,true
HSN6728897,29-10-2020 08:31,EG02,QN12NTR81378,2.5,GF,false
VOE2781359,29-10-2020 08:36,KO09,ZY93PCY41868,1.5,KO,true
NWF1515016,29-10-2020 09:11,GF00,KW50MJG67260,2.2,GF,true
XXO4806867,29-10-2020 09:58,AO12,ZY93PCY41868,2.8,KO,false
PJL5960516,29-10-2020 10:44,MR06,IZ65WAT29135,2,MR,true
WJS2457044,29-10-2020 11:56,AO10,QW79CHL42244,2.8,KO,false
YBG2170128,29-10-2020 13:16,EG01,LG64ARC91224,3.1,AO,false
UPV2005493,29-10-2020 14:08,NE10,OY94SZK34436,2.5,NE,true
XTF9373769,29-10-2020 14:29,KO03,QX75YWC61835,3.1,OO,false
BTS7495407,29-10-2020 14:33,OO04,QX75YWC61835,2.5,OO,true
SCQ6507946,29-10-2020 14:46,GF00,PF04UCA93312,3.1,GF,true
YIE2391316,29-10-2020 14:54,EG12,JD78PQD35395,1,EG,true
RPM2258254,29-10-2020 16:11,NE07,NY14GZR94632,2.8,NE,true
FQY6564473,29-10-2020 16:17,AO07,YL27IFD65117,2,AO,true
ZAM4515815,29-10-2020 16:39,OO02,RK48BOP88344,2.8,OO,true
LKX9498631,29-10-2020 16:41,OO09,VJ92OYV94295,2.5,OO,true
ZAS2807138,29-10-2020 18:51,NE11,PM58XHX45588,1.5,NE,true
ZIQ6006680,29-10-2020 19:16,GF00,MA30QLI76818,2.5,GF,true
UYP6464652,29-10-2020 20:00,EG06,DO24BCW15511,2.2,KO,false
DFD3494701,29-10-2020 21:22,KO05,VX68BAR38623,2,NE,false
CIM6930898,29-10-2020 23:30,MR06,UA13YTK28483,2.8,MR,true
WKY1817592,30-10-2020 00:02,NE16,PD45WOT56494,2,NE,true
YMF8501042,30-10-2020 01:37,MR02,EZ65FLV39493,2.8,MR,true
VFU1237828,30-10-2020 01:38,NE13,VX68BAR38623,1.5,NE,true
GMZ3454938,30-10-2020 01:47,KO03,WU78BMX13511,3.1,GF,false
KAQ3150098,30-10-2020 02:45,EG04,JD78PQD35395,1,EG,true
EIN5031519,30-10-2020 03:26,NE00,DW44ZOO26361,2.2,EG,false
KVX1215273,30-10-2020 05:44,NE14,FY47TUN40300,1,NE,true
PBF2004002,30-10-2020 06:30,GF00,MA30QLI76818,2.5,GF,true
JVK5525882,30-10-2020 07:38,MR07,CR31GMR97972,2.5,EG,false
BBR6003031,30-10-2020 08:20,GF00,WU78BMX13511,1,GF,true
MDI6891264,30-10-2020 09:09,AO14,DP11ENT03275,3.1,AO,true
OBV4476656,30-10-2020 09:21,AO00,ED51EWW52190,2.8,KO,false
BUI1811387,30-10-2020 09:46,MR08,KF48RSD79865,2.8,MR,true
VNH6111469,30-10-2020 10:06,KO00,MQ65WJJ60020,1.25,KO,true
DCN5671385,30-10-2020 10:38,MR05,UA13YTK28483,2.8,MR,true
UPT5404980,30-10-2020 12:10,OO09,QX75YWC61835,2.5,OO,true
HRY6363926,30-10-2020 12:58,AO19,OC94ASJ72024,1,AO,true
CWH8967454,30-10-2020 13:13,OO11,AY38OQF67603,2.8,OO,true
PXK7403250,30-10-2020 13:22,NE04,VX68BAR38623,1.5,NE,true
AFB4723237,30-10-2020 14:00,AO09,HT62RDI04611,2.8,AO,true
XQP8580153,30-10-2020 15:24,MR08,CR31GMR97972,3.1,EG,false
OZI9533643,30-10-2020 15:28,NE06,NY14GZR94632,2.8,NE,true
LIO9814413,30-10-2020 16:34,AO13,LG64ARC91224,13,AO,true
ECC3198804,30-10-2020 17:18,EG09,CM15YCB60994,2,EG,true
GDX3479372,30-10-2020 17:24,NE16,PD45WOT56494,2,NE,true
QZC2365228,30-10-2020 18:09,NE10,FY47TUN40300,1,NE,true
IMH6656766,30-10-2020 18:35,EG04,IW53OQE31439,2.8,EG,true
QXE4982784,30-10-2020 18:52,KO00,KB55KTM48860,2.5,KO,true
PNQ9516852,30-10-2020 20:40,KO00,ED51EWW52190,2.8,KO,true
EMI7522138,30-10-2020 20:57,OO11,LC72NRN52084,3.1,OO,true
JZX1807421,30-10-2020 23:21,OO11,JF94VYA88954,2.8,OO,true
FDW6049073,30-10-2020 23:29,OO13,WG11QVY31890,1,OO,true
ZKS4956920,30-10-2020 23:59,NE01,PM58XHX45588,1.5,NE,true
QOL6707910,31-10-2020 00:13,OO06,AY38OQF67603,2.8,OO,true
KNG1461672,31-10-2020 02:34,EG06,IW53OQE31439,2.8,EG,true
IYT0117356,31-10-2020 03:01,NE11,NZ35XLQ89678,1.5,NE,true
HUP9721475,31-10-2020 03:38,KO03,DO24BCW15511,1.25,KO,true
ADZ2166627,31-10-2020 04:06,GF00,EN26OAB52983,1.25,GF,true
PHL0720618,31-10-2020 05:44,GF00,UF84JOS00561,2.8,GF,true
JXI1761347,31-10-2020 06:25,MR02,ED51EWW52190,1.5,KO,false
TBZ8540176,31-10-2020 07:12,OO13,AT19HLV57173,2.8,OO,true
JBQ9745864,31-10-2020 07:47,AO18,LG64ARC91224,13,AO,true
JGK6153342,31-10-2020 08:40,AO08,OC94ASJ72024,1,AO,true
ONS7563502,31-10-2020 09:05,MR07,IZ65WAT29135,2,MR,true
HQQ0654226,31-10-2020 09:54,OO09,XF28DGK65250,2,GF,false
